date,year,type,country,state,location,activity,sex,age,fatal_y/n,time,sex_clean,activity_clean,hour,time_period
30-Dec-2008,2008,Invalid,AUSTRALIA,Western Australia,Port Kennedy Beach,Crabbing,Unknown,,Unknown,09:30,Unknown,Other,9.0,Morning
27-Dec-2008,2008,Watercraft,AUSTRALIA,Tasmania,Near Schouten Island,Yacht race,Unknown,,N,nan,Unknown,Other,,
27-Dec-2008,2008,Unprovoked,AUSTRALIA,New South Wales,Seal Rocks,Boogie Boarding,M,10.0,N,nan,Male,Surfing,,
27-Dec-2008,2008,Watercraft,AUSTRALIA,New South Wales,"Long Reef, North Of Sydney",Kayaking,M,29.0,N,11:00,Male,Other,11.0,Morning
27-Dec-2008,2008,Unprovoked,AUSTRALIA,Western Australia,Port Kennedy Beach,Snorkeling,M,51.0,Y,07:00,Male,Snorkeling,7.0,Morning
20-Dec-2008,2008,Watercraft,UNITED STATES,California,"Dillon Beach, Marin County",Kayaking,M,,N,15:00,Male,Other,15.0,Afternoon
14-Dec-2008,2008,Unprovoked,NEW ZEALAND,North Island,Maraetai,Fishing,M,,N,nan,Male,Fishing,,
10-Dec-2008,2008,Provoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Fishing,M,15.0,N,20:00,Male,Fishing,20.0,Evening
06-Dec-2006,2008,Watercraft,AUSTRALIA,New South Wales,Mowarry Point,Fishing,Unknown,,N,Morning,Unknown,Fishing,,
Dec-2008,2008,Unprovoked,MOZAMBIQUE,Inhambane Province,Chidenguele,Spearfishing,M,,Y,nan,Male,Spearfishing,,
28-Nov-2008,2008,Unprovoked,EGYPT,Red Sea,Elphinstone Reef,Scuba diving,F,,N,Morning,Female,Diving,,
25-Nov-2008,2008,Sea Disaster,PHILIPPINES,Batanes Provine,Luzon Strait,Sinking of the cargo ship Mark Jason,M,,N,nan,Male,Other,,
24-Nov-2008,2008,Unprovoked,ECUADOR,Galapagos Islands,Santa Cruz,Unknown,F,,N,nan,Female,Unknown,,
09-Nov-2008,2008,Watercraft,AUSTRALIA,South Australia,North Haven,Fishing,M,,N,nan,Male,Fishing,,
09-Nov-2008,2008,Sea Disaster,TAIWAN,,Off Kaohsiung,Fishing boat swamped in storm,M,45.0,Y,nan,Male,Fishing,,
06-Nov-2008,2008,Unprovoked,PHILIPPINES,Luzon,"Off Paoay, Ilocos Norte Province",Fishing,M,39.0,Y,10:00 -- 11:00,Male,Fishing,10.0,Morning
22-Oct-2008,2008,Provoked,AUSTRALIA,New South Wales,"Oceanworld, Manley",Scuba diving,M,34.0,N,17:20,Male,Diving,17.0,Evening
21-Oct-2008,2008,Unprovoked,NEW CALEDONIA,,,Spearfishing,M,24.0,N,11:00,Male,Spearfishing,11.0,Morning
12-Oct-2008,2008,Provoked,AUSTRALIA,Northern Territory,Darwin,Fishing,M,50.0,N,nan,Male,Fishing,,
11-Oct-2008,2008,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,Surfing,M,15.0,N,15:30,Male,Surfing,15.0,Afternoon
08-Oct-2008,2008,Unprovoked,UNITED STATES,Florida,"Santa Rosa Beach, Walton County",Fishing,M,11.0,N,12:00,Male,Fishing,12.0,Afternoon
06-Oct-2008,2008,Unprovoked,CROATIA,Split-Dalmatia Count ,"Smokvina Bay, Vis Island",Spearfishing,M,43.0,N,12:00,Male,Spearfishing,12.0,Afternoon
28-Sep-2008,2008,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,44.0,N,11:45,Male,Surfing,11.0,Morning
28-Sep-2008,2008,Unprovoked,UNITED STATES,Florida,Bethune Beach,Surfing,M,40.0,N,11:00,Male,Surfing,11.0,Morning
15-Sep-2008,2008,Provoked,AUSTRALIA,Northern Territory,Near Croker Island,Swimming,M,43.0,N,14:30,Male,Swimming,14.0,Afternoon
14-Sep-2008,2008,Unprovoked,UNITED STATES,Florida,"Ormond-By-The-Sea, Volusia County",Swimming,M,32.0,N,12:00,Male,Swimming,12.0,Afternoon
09-Sep-2008,2008,Unprovoked,UNITED STATES,Hawaii,"Ka'A'Awa, Oahu",Surfing,M,40.0,N,16:30,Male,Surfing,16.0,Afternoon
08-Sep-2008,2008,Unprovoked,UNITED STATES,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,M,,N,10:30,Male,Surfing,10.0,Morning
07-Sep-2008,2008,Unprovoked,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",Surfing,M,51.0,N,12:00,Male,Surfing,12.0,Afternoon
06-Sep-2008,2008,Unprovoked,UNITED STATES,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,43.0,N,12:00,Male,Surfing,12.0,Afternoon
06-Sep-2008,2008,Unprovoked,UNITED STATES,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,15.0,N,12:00,Male,Surfing,12.0,Afternoon
01-Sep-2008,2008,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,52.0,N,10:00,Male,Surfing,10.0,Morning
Sep-2008,2008,Unprovoked,UNITED STATES,Florida,Hutchinson Island,Surfing,M,,N,Morning,Male,Surfing,,
30-Aug-2008,2008,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,M,29.0,N,nan,Male,Surfing,,
30-Aug-2008,2008,Invalid,UNITED STATES,Hawaii,"Mckenzie Beach Park In Pahoa, Hawai'I",Swimming,M,27.0,Unknown,19:20,Male,Swimming,19.0,Evening
30-Aug-2008,2008,Provoked,UNITED KINGDOM,North Devon,Lundy Island,Fishing,M,52.0,N,nan,Male,Fishing,,
28-Aug-2008,2008,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19.0,N,12:00,Male,Surfing,12.0,Afternoon
27-Aug-2008,2008,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,26.0,N,11:00,Male,Surfing,11.0,Morning
24-Aug-2008,2008,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County","Swimming, towing surfboard",M,20.0,N,15:00,Male,Swimming,15.0,Afternoon
24-Aug-2008,2008,Invalid,UNITED STATES,North Carolina,"Surf City, Topsail Island, Pender County",Surfing,F,20.0,Unknown,18:00,Female,Surfing,18.0,Evening
20-Aug-2008,2008,Unprovoked,UNITED STATES,Florida,"Sanibel Island, Lee County",Swimming,M,47.0,N,14:45,Male,Swimming,14.0,Afternoon
18-Aug-2008,2008,Invalid,UNITED STATES,South Carolina,"North Myrtle Beach, Horry County",Unknown,M,7.0,Unknown,nan,Male,Unknown,,
16-Aug-2008,2008,Unprovoked,UNITED STATES,Us Virgin Islands,Buck Island,Treading water,F,38.0,N,Dusk,Female,Swimming,,
12-Aug-2008,2008,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Wading,F,13.0,N,12:05,Female,Swimming,12.0,Afternoon
11-Aug-2008,2008,Unprovoked,UNITED STATES,Hawaii,"Ala Moana Beach Park, Oah'U",Diving,M,,N,14:00,Male,Diving,14.0,Afternoon
30-Jul-2008,2008,Unprovoked,AUSTRALIA,Victoria,Levys Beach,Surfing,M,31.0,N,10:30,Male,Surfing,10.0,Morning
Reported 30-Jul-2008,2008,Unprovoked,SOUTH AFRICA,,,Unknown,M,,N,nan,Male,Unknown,,
27-Jul-2008,2008,Unprovoked,PANAMA,San Carlos,Playa Teta,Swimming or surfing,M,,N,18:00,Male,Swimming,18.0,Evening
26-Jul-2008,2008,Unprovoked,MEXICO,Cabo San Lucas,,Swimming,M,33.0,N,nan,Male,Swimming,,
26-Jul-2008,2008,Unprovoked,UNITED STATES,Hawaii,"Honokowai, Maui",Swimming,M,,N,15:30,Male,Swimming,15.0,Afternoon
25-Jul-2008,2008,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17.0,N,09:00,Male,Surfing,9.0,Morning
25-Jul-2008,2008,Unprovoked,UNITED STATES,Hawaii,"Lahilahi Point, Oahu",Snorkeling,F,44.0,N,08:45,Female,Snorkeling,8.0,Morning
24-Jul-2008,2008,Unprovoked,UNITED STATES,North Carolina,"Surf City, Topsail Island, Pender County",Wading,M,9.0,N,nan,Male,Swimming,,
24-Jul-2008,2008,Unprovoked,UNITED STATES,North Carolina,"Topsail Island, Pender County",Wading,F,8.0,N,13:00,Female,Swimming,13.0,Afternoon
23-Jul-2008,2008,Provoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15.0,N,14:30,Male,Surfing,14.0,Afternoon
19-Jul-2008,2008,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Wading,M,16.0,N,13:55,Male,Swimming,13.0,Afternoon
18-Jul-2008,2008,Unprovoked,EGYPT,,Daedalus Reef,Diving,M,,N,nan,Male,Diving,,
13-Jul-2008,2008,Invalid,UNITED STATES,North Carolina,"Carolina Beach, New Hanover County",Body surfing,M,52.0,Unknown,nan,Male,Surfing,,
11-Jul-2008,2008,Unprovoked,UNITED STATES,South Carolina,"Isle Of Palms, Charleston County",Surfing,M,24.0,N,14:00,Male,Surfing,14.0,Afternoon
09-Jul-2008,2008,Unprovoked,UNITED STATES,North Carolina,"Emerald Isle, Carteret County",Swimming,F,14.0,N,19:30,Female,Swimming,19.0,Evening
05-Jul-2008,2008,Unprovoked,UNITED STATES,South Carolina,"Litchfield Beach, Georgetown County",Unknown,F,17.0,N,14:21,Female,Unknown,14.0,Afternoon
Late Jul-2008,2008,Watercraft,UNITED KINGDOM,Sussex,"Rock-A-Nore, Hastings",Rowing an inflatable dinghy,M,16.0,N,nan,Male,Other,,
28-Jun-2008,2008,Invalid,UNITED STATES,Hawaii,"Kamilo Point, Hawai'I",Wading,M,53.0,Unknown,Afternoon,Male,Swimming,,
28-Jun-2008,2008,Unprovoked,BAHAMAS,Abaco Islands,,Spearfishing,M,42.0,N,11:00,Male,Spearfishing,11.0,Morning
28-Jun-2008,2008,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surf skiing ,M,46.0,N,14:00,Male,Surfing,14.0,Afternoon
Reported 26-Jun-2008,2008,Unprovoked,SOUTH AFRICA,Western Cape Province,Struis Bay,Spearfishing (free diving),M,,N,nan,Male,Diving,,
26-Jun-2008,2008,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,29.0,N,Afternoon,Male,Surfing,,
26-Jun-2008,2008,Unprovoked,UNITED STATES,South Carolina,"Isle Of Palms, Charleston County",Swimming,M,37.0,N,11:15,Male,Swimming,11.0,Morning
24-Jun-2008,2008,Unprovoked,BRAZIL,Bahia,Guarajuba,Surfing,M,,N,Morning,Male,Surfing,,
21-Jun-2008,2008,Watercraft,UNITED STATES,California,"West Cove, Catalina Island",Kayaking,F,40.0,N,09:00,Female,Other,9.0,Morning
20-Jun-2008,2008,Unprovoked,UNITED STATES,Florida,"Fernandina Beach, Nassau County",Wading,F,35.0,N,11:10,Female,Swimming,11.0,Morning
11-Jun-2008,2008,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre, Olinda",Surfing,M,14.0,N,nan,Male,Surfing,,
07-Jun-2008,2008,Unprovoked,UNITED STATES,Florida,"Cocoa Beach, Brevard County",Body surfing,M,40.0,N,nan,Male,Surfing,,
Reported 02-Jun-2008,2008,Watercraft,UNITED KINGDOM,Easter Ross,Balintore Bay,Fishing,Unknown,,N,nan,Unknown,Fishing,,
01-Jun-2008,2008,Unprovoked,UNITED STATES,South Carolina,Cherry Grove,Body surfing,F,15.0,N,18:30,Female,Surfing,18.0,Evening
01-Jun-2008,2008,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",Swimming,M,14.0,N,15:00,Male,Swimming,15.0,Afternoon
26-May-2008,2008,Unprovoked,UNITED STATES,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",Surfing,M,9.0,N,15:50,Male,Surfing,15.0,Afternoon
24-May-2008,2008,Sea Disaster,BAHAMAS,Grand Bahama Island,Off West End,Sea Disaster,M,,N,nan,Male,Other,,
24-May-2008,2008,Unprovoked,MEXICO,Guerro,Playa Linda,Surfing,M,49.0,N,Early morning,Male,Surfing,,
23-May-2008,2008,Unprovoked,MEXICO,Guerro,Pantla Beach,Surfing,M,21.0,Y,nan,Male,Surfing,,
14-May-2008,2008,Unprovoked,FIJI,Yasawa Islands,Turtle Island,Night diving,M,28.0,Y,Night,Male,Diving,,
10-May-2008,2008,Unprovoked,AUSTRALIA,Western Australia,Albany,Swimming,M,37.0,N,07:30,Male,Swimming,7.0,Morning
07-May-2008,2008,Unprovoked,NEW CALEDONIA,North Province,Hienghène,Fishing,M,40.0,N,14:00,Male,Fishing,14.0,Afternoon
07-May-2008,2008,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Wading,M,6.0,N,Just before noon,Male,Swimming,,
01-May-2008,2008,Provoked,SOUTH AFRICA,,,Fishing,M,24.0,N,nan,Male,Fishing,,
28-Apr-2008,2008,Unprovoked,MEXICO,Guerro,Troncones Beach,Surfing,M,24.0,Y,Afternoon,Male,Surfing,,
28-Apr-2008,2008,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18.0,N,11:45,Male,Surfing,11.0,Morning
27-Apr-2008,2008,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24.0,N,10:30,Male,Surfing,10.0,Morning
26-Apr-2008,2008,Unprovoked,NEW CALEDONIA,North Province,Poindimié,Swimming,M,32.0,N,Morning,Male,Swimming,,
26-Apr-2008,2008,Provoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21.0,N,09:50,Male,Surfing,9.0,Morning
25-Apr-2008,2008,Unprovoked,UNITED STATES,California,"Solana Beach, San Diego County",Swimming,M,66.0,Y,07:00,Male,Swimming,7.0,Morning
20-Apr-2008,2008,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14.0,N,08:45,Male,Surfing,8.0,Morning
20-Apr-2008,2008,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,Unknown,M,,Unknown,nan,Male,Unknown,,
Reported 19-Apr-2008,2008,Invalid,SOUTH AFRICA,Kwazulu-Natal,Aliwal Shoal,Free-diving,M,,Unknown,nan,Male,Diving,,
18-Apr-2008,2008,Invalid,MEXICO,Quintana Roo,"Delfines Beach, Cancun",Swimming,M,32.0,Unknown,Evening,Male,Swimming,,
17-Apr-2008,2008,Invalid,AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",Surfing,M,19.0,Unknown,11:00,Male,Surfing,11.0,Morning
15-Apr-2008,2008,Unprovoked,UNITED STATES,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,30.0,N,15:00,Male,Surfing,15.0,Afternoon
Reported 09-Apr-2008,2008,Unprovoked,FIJI,,,Spearfishing,M,,N,nan,Male,Spearfishing,,
25-Mar-2008,2008,Unprovoked,UNITED STATES,Florida,"Palm Beach Shores, Palm Beach County",Wading,M,15.0,N,nan,Male,Swimming,,
Reported 08-Apr-2008,2008,Unprovoked,UNITED STATES,Florida,"South Of Ponce De Leon Jetty, New Smyrna Beach, Volusia County",Surfing,Unknown,,N,nan,Unknown,Surfing,,
08-Apr-2008,2008,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Body boarding,M,16.0,Y,08:05,Male,Surfing,8.0,Morning
03-Apr-2008,2008,Unprovoked,UNITED STATES,Florida,"South Of Ponce De Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,18.0,N,12:00,Male,Surfing,12.0,Afternoon
28-Mar-2008,2008,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Scottburgh,Fishing from surfski,M,39.0,N,nan,Male,Surfing,,
28-Mar-2008,2008,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",Surfing,M,52.0,N,18:50,Male,Surfing,18.0,Evening
28-Mar-2008,2008,Unprovoked,UNITED STATES,Florida,"Near Cocoa Beach, Brevard County",Boogie Boarding,M,,N,nan,Male,Surfing,,
23-Mar-2008,2008,Unprovoked,UNITED STATES,Florida,"South Of Ponce De Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,13.0,N,11:30,Male,Surfing,11.0,Morning
21-Mar-2008,2008,Unprovoked,UNITED STATES,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",Wading,M,14.0,N,15:53,Male,Swimming,15.0,Afternoon
15-Mar-2008,2008,Unprovoked,UNITED STATES,Florida,"Lovers Key State Park, Bonita Springs, Lee County",Jet skiing,M,8.0,N,Afternoon,Male,Other,,
07-Mar-2008,2008,Unprovoked,UNITED STATES,California,"Huntington Beach, Orange County",Surfing,M,27.0,N,08:00,Male,Surfing,8.0,Morning
24-Feb-2008,2008,Unprovoked,BAHAMAS,Northern Bahamas,"Dive Site Known As ""The End Of The Map""",Diving,M,49.0,Y,10:00,Male,Diving,10.0,Morning
Reported 21-Feb-2008,2008,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Spearfishing,M,26.0,N,nan,Male,Spearfishing,,
15-Feb-2008,2008,Unprovoked,UNITED STATES,Florida,"Ponce Inlet, Volusia County",Surfing,M,25.0,N,17:00,Male,Surfing,17.0,Evening
07-Feb-2008,2008,Unprovoked,AUSTRALIA,New South Wales,Horseshoe Bay,Surfing,F,14.0,N,nan,Female,Surfing,,
06-Feb-2008,2008,Unprovoked,UNITED STATES,Florida,"Opposite Patrick Air Force Base, Brevard County",Surf-skiing,M,,N,nan,Male,Surfing,,
2008.01.30,2008,Provoked,JAPAN,Tokyo Bay,,Diving,M,,Unknown,nan,Male,Diving,,
29-Jan-2008,2008,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,"Suncoast Pirates Beach, Durban",Surf-skiing,M,42.0,N,nan,Male,Surfing,,
27-Jan-2008,2008,Provoked,AUSTRALIA,Queensland,East Of Coolangatta,Accidentally stood on hooked shark's tail before attempting to gut it ,M,20.0,N,07:30,Male,Other,7.0,Morning
Reported 19-Jan-2008,2008,Invalid,NEW ZEALAND,South Island,Marfells Beach,Wading,M,,Unknown,nan,Male,Swimming,,
14-Jan-2008,2008,Watercraft,NEW ZEALAND,North Island,Omaha Beach,Attempting to chase shark out to sea,Unknown,,N,14:00,Unknown,Other,14.0,Afternoon
10-Jan-2008,2008,Unprovoked,UNITED STATES,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,20.0,N,nan,Male,Surfing,,
Fall 2008,2008,Provoked,UNITED STATES,Florida,"Off Fort Pierce, St. Lucie County",Fishing for snapper,M,,N,nan,Male,Fishing,,
Summer-2008,2008,Unprovoked,MEXICO,Baja California,Playas De Tijuana,Surfing,M,26.0,N,nan,Male,Surfing,,
21-Dec-2007,2007,Unprovoked,ECUADOR,Galapagos Islands,San Cristobal Island,Surfing,M,24.0,N,nan,Male,Surfing,,
19-Dec-2007,2007,Invalid,BRITISH VIRGIN ISLANDS,Green Bay,,Scuba diving,M,53.0,Unknown,nan,Male,Diving,,
18-Dec-2007,2007,Unprovoked,AUSTRALIA,New South Wales,Jimmy'S Beach,Surfing,M,31.0,N,11:00,Male,Surfing,11.0,Morning
15-Dec-2007,2007,Unprovoked,AUSTRALIA,Queensland,South Stradbroke Island,Swimming,M,,N,nan,Male,Swimming,,
14-Dec-2007,2007,Invalid,AUSTRALIA,New South Wales,Bondi,Swimming,M,34.0,Unknown,20:30,Male,Swimming,20.0,Evening
10-Dec-2007,2007,Unprovoked,UNITED STATES,Hawaii,"Waialua Bay, O'Ahu",Surfing,M,52.0,N,"""Just before 11:00""",Male,Surfing,11.0,Morning
09-Dec-2007,2007,Unprovoked,NEW ZEALAND,South Island,Kaikoura,Surfing,F,,N,nan,Female,Surfing,,
07-Dec-2007,2007,Unprovoked,BRAZIL,Pernambuco,Itamaracá,Removing fish from a trap,M,28.0,N,nan,Male,Fishing,,
18-Nov-2007,2007,Provoked,AUSTRALIA,Western Australia,In A Tidal Creek From Wickham,Fishing,M,32.0,N,nan,Male,Fishing,,
08-Nov-2007,2007,Unprovoked,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Surfing,M,,N,14:20,Male,Surfing,14.0,Afternoon
07-Nov-2007,2007,Unprovoked,SOUTH AFRICA,Western Cape Province,The Strand,Surfing,M,14.0,N,17:30,Male,Surfing,17.0,Evening
06-Nov-2007,2007,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21.0,N,11:115,Male,Surfing,11.0,Morning
04-Nov-2007,2007,Unprovoked,UNITED STATES,Florida,"Round Island Park, Indian River County",Surfing,M,42.0,N,09:00,Male,Surfing,9.0,Morning
03-Nov-2007,2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Surfing,M,37.0,N,08:45,Male,Surfing,8.0,Morning
November 2011,2007,Invalid,MEXICO,Baja California,Guadalupe Island,Shark diving,M,,Unknown,nan,Male,Diving,,
29-Oct-2007,2007,Unprovoked,UNITED STATES,Hawaii,"Wailea, Maui",Floating,M,32.0,N,15:30,Male,Swimming,15.0,Afternoon
15-Oct-2007,2007,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Surf-skiing,F,52.0,N,11:30,Female,Surfing,11.0,Morning
13-Oct-2007,2007,Unprovoked,AUSTRALIA,Queensland,Holmes Reef,Spearfishing,M,31.0,N,12:00,Male,Spearfishing,12.0,Afternoon
07-Oct-2007,2007,Unprovoked,UNITED STATES,California,"Venice Pier, Venice, Los Angeles County",Surfing,M,22.0,N,20:30,Male,Surfing,20.0,Evening
06-Oct-2007,2007,Unprovoked,UNITED STATES,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,16.0,N,08:10,Male,Surfing,8.0,Morning
30-Sep-2007,2007,Unprovoked,UNITED STATES,California,"Santa Monica, Los Angeles County",Surfing,M,,N,11:30,Male,Surfing,11.0,Morning
30-Sep-2007,2007,Sea Disaster,PHILIPPINES,Palawan,Off Cagayancillo,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas ",M,,Y,14:40,Male,Other,14.0,Afternoon
30-Sep-2007,2007,Unprovoked,NEW CALEDONIA,Loyalty Islands,"Bay Of Luengoni, Lifou Island",Swimming,F,23.0,Y,Early morning,Female,Swimming,,
28-Sep-2007,2007,Unprovoked,BAHAMAS,Grand Bahama Island,Sweetings Cay,Spearfishing,F,48.0,N,12:00,Female,Spearfishing,12.0,Afternoon
27-Sep-2007,2007,Unprovoked,UNITED STATES,California,"Moonstone Beach, Humboldt County",Surfing,F,,N,08:15,Female,Surfing,8.0,Morning
27-Sep-2007,2007,Unprovoked,EGYPT,Red Sea,Daedalus Reef,Swimming,F,,N,07:00,Female,Swimming,7.0,Morning
22-Sep-2007,2007,Invalid,UNITED STATES,Florida,Jupiter Inlet,Scuba diving,F,,Unknown,nan,Female,Diving,,
22-Sep-2007,2007,Unprovoked,UNITED STATES,Florida,Huguenot Park,Surfing,F,,N,nan,Female,Surfing,,
20-Sep-2007,2007,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23.0,N,18:20,Male,Surfing,18.0,Evening
17-Sep-2007,2007,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Kicha Island,Spearfishing,M,,N,Dusk,Male,Spearfishing,,
16-Sep-2007,2007,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Wading?,M,56.0,N,11:15,Male,Swimming,11.0,Morning
16-Sep-2007,2007,Unprovoked,UNITED STATES,Florida,"Flagler Beach, Flagler County",Surfing,F,,N,Early morning,Female,Surfing,,
13-Sep-2007,2007,Unprovoked,UNITED STATES,Florida,"Lauderdale-By-The-Sea, Broward County",Snorkeling,M,14.0,N,16:00,Male,Snorkeling,16.0,Afternoon
08-Sep-2007,2007,Unprovoked,UNITED STATES,Florida,"Pepper Park Beach, St. Lucie County",Wading,F,58.0,N,11:45,Female,Swimming,11.0,Morning
05-Sep-2007,2007,Unprovoked,UNITED STATES,Florida,"Daytona Beach, Volusia County",Wading,F,36.0,N,13:42,Female,Swimming,13.0,Afternoon
04-Sep-2007,2007,Unprovoked,UNITED STATES,South Carolina,Sullivan'S Island,Standing,M,15.0,N,18:30,Male,Other,18.0,Evening
03-Sep-2007,2007,Unprovoked,UNITED STATES,Florida,"Daytona Beach, Volusia County",Jumping,F,12.0,N,Morning,Female,Other,,
03-Sep-2007,2007,Unprovoked,UNITED STATES,Florida,"Fort Lauderdale, Broward County",Swimming,M,58.0,N,09:45,Male,Swimming,9.0,Morning
28-Aug-2007,2007,Unprovoked,UNITED STATES,Hawaii,"Ka'A'Awa, Oahu",Body boarding,M,15.0,N,16:30,Male,Surfing,16.0,Afternoon
28-Aug-2007,2007,Unprovoked,UNITED STATES,California,"Marina State Beach, Monterey County",Surfing,M,24.0,N,10:45,Male,Surfing,10.0,Morning
26-Aug-2007,2007,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,54.0,N,14:00,Male,Surfing,14.0,Afternoon
25-Aug-2007,2007,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27.0,N,Morning,Male,Surfing,,
22-Aug-2007,2007,Provoked,UNITED STATES,North Carolina,North Carolina Aquarium At Fort Fisher,Diving,M,,N,nan,Male,Diving,,
20-Aug-2007,2007,Provoked,UNITED STATES,Delaware,"Indian River Inlet, Rehoboth Beach",Fishing,M,,N,19:45,Male,Fishing,19.0,Evening
19-Aug-2007,2007,Unprovoked,UNITED STATES,Florida,"Islamorada Founder'S Park, Plantation Key, Monroe County",Swimming,M,52.0,N,20:15,Male,Swimming,20.0,Evening
19-Aug-2007,2007,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16.0,N,12:39,Male,Surfing,12.0,Afternoon
19-Aug-2007,2007,Unprovoked,UNITED STATES,South Carolina,"Lakewood Campground, Grand Strand, Horry County",Playing,M,7.0,N,10:00,Male,Other,10.0,Morning
15-Aug-2007,2007,Unprovoked,UNITED STATES,Florida,Sarasota Bay,Floating near boat & observing bioluminesce,M,20.0,N,Night,Male,Swimming,,
12-Aug-2007,2007,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Swimming,F,15.0,N,17:35,Female,Swimming,17.0,Evening
11-Aug-2007,2007,Unprovoked,UNITED STATES,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,19.0,N,18:00,Male,Surfing,18.0,Evening
09-Aug-2007,2007,Unprovoked,UNITED STATES,South Carolina,"Isle Of Palms, Charleston County",Swimming,M,30.0,N,16:40,Male,Swimming,16.0,Afternoon
09-Aug-2007,2007,Unprovoked,UNITED STATES,South Carolina,"Isle Of Palms, Charleston County",Boogie Boarding,M,9.0,N,14:00,Male,Surfing,14.0,Afternoon
07-Aug-2007,2007,Unprovoked,UNITED STATES,Florida,"Islamorada, Monroe County",Jumped into the water,F,19.0,N,Afternoon,Female,Other,,
29-Jul-2007,2007,Unprovoked,UNITED STATES,Florida,"Ponce Inlet, Volusia County",Surfing,M,51.0,N,Afternoon,Male,Surfing,,
28-Jul-2007,2007,Unprovoked,UNITED STATES,California,"Imperial Beach, San Diego County",Surfing,M,20.0,N,23:00,Male,Surfing,23.0,Night
22-Jul-2007,2007,Unprovoked,UNITED STATES,California,"Malibu, Los Angeles County",Surf paddling,M,,N,nan,Male,Surfing,,
21-Jul-2007,2007,Watercraft,UNITED STATES,California,"Bean Hollow State Beach, San Mateo County",Kayak Fishing,M,,N,10:15,Male,Fishing,10.0,Morning
